TR.NAME,GENE.NAME,N.EXONS,N.INTRONS,TRANSCRIPT.L,EXONS.L,INTRONS.L,AV.INTRON.L,AV.EXON.L,INTRONS.dev.EXONS
NM_001098534,BAG6,25,24,13367,3669,9698,404.0833333,146.76,2.643227037
NM_001320,CSNK2B,7,6,4192,1139,3053,508.8333333,162.7142857,2.680421422
NM_004639,BAG6,25,24,13674,3841,9833,409.7083333,153.64,2.560010414
NM_004638,PRRC2A,31,30,17106,6982,10124,337.4666667,225.2258065,1.450014323
NM_001287593,CLIC1,7,6,6739,1567,5172,862,223.8571429,3.300574346
NM_001003693,LY6G6F,6,5,3690,904,2786,557.2,150.6666667,3.081858407
NM_025257,SLC44A4,21,20,15855,2654,13201,660.05,126.3809524,4.974001507
NM_001039651,SAPCD1,5,4,1853,917,936,234,183.4,1.020719738
NM_021177,LSM2,5,4,9594,885,8709,2177.25,177,9.840677966
NM_025258,VWA7,17,16,11739,2931,8808,550.5,172.4117647,3.005117707
NM_001178045,SLC44A4,21,20,14480,2657,11823,591.15,126.5238095,4.449755363
NM_001178044,SLC44A4,20,19,15855,2527,13328,701.4736842,126.35,5.274238227
NM_000434,NEU1,6,5,3882,2077,1805,361,346.1666667,0.869041887
NM_005527,HSPA1L,2,1,5441,2539,2902,2902,1269.5,1.142969673
NM_006295,VARS,30,29,18417,4322,14095,486.0344828,144.0666667,3.261221657
NM_001287485,C6orf48,5,4,4853,707,4146,1036.5,141.4,5.864214993
NM_001287487,C6orf48,4,3,4853,612,4241,1413.666667,153,6.929738562
NM_001287488,C6orf48,4,3,4853,500,4353,1451,125,8.706
NM_001287486,C6orf48,5,4,4853,704,4149,1037.25,140.8,5.893465909
NM_001040437,C6orf48,5,4,4853,850,4003,1000.75,170,4.709411765
NM_001040438,C6orf48,4,3,4853,755,4098,1366,188.75,5.42781457
NM_005346,HSPA1B,1,0,2521,2521,NA,NA,2521,NA
NM_005345,HSPA1A,1,0,2430,2430,NA,NA,2430,NA
NM_001287482,C6orf48,5,4,4853,861,3992,998,172.2,4.636469222
NM_001287484,C6orf48,4,3,4853,759,4094,1364.666667,189.75,5.393939394
NM_001287483,C6orf48,3,2,4853,713,4140,2070,237.6666667,5.806451613
NM_001710,CFB,18,17,6142,2645,3497,205.7058824,146.9444444,1.322117202
NM_006929,SKIV2L,28,27,10953,4198,6755,250.1851852,149.9285714,1.609099571
NM_001282457,C2,14,13,47891,2073,45818,3524.461538,148.0714286,22.10226725
NM_000500,CYP21A2,11,10,3355,2134,1223,122.3,194,0.573102156
NM_001242823,C4B_2,41,40,20626,5468,15158,378.95,133.3658537,2.772128749
NM_001282458,C2,18,17,18199,2898,15301,900.0588235,161,5.279848171
NM_032470,TNXB,13,12,4855,3048,1807,150.5833333,234.4615385,0.592847769
NM_032454,STK19,8,7,9579,1640,7939,1134.142857,205,4.840853659
NM_001178063,C2,14,13,44677,2016,42661,3281.615385,144,21.16121032
NM_007293,C4A,41,40,20625,5467,15158,378.95,133.3414634,2.772635815
NM_002904,NELFE,11,10,7002,1572,5430,543,142.9090909,3.454198473
NM_181842,ZBTB12,2,1,2377,1867,510,510,933.5,0.273165506
NM_001252204,C4A,40,39,20625,5328,15297,392.2307692,133.2,2.871058559
NM_001145903,C2,16,15,18199,2472,15727,1048.466667,154.5,6.362055016
NM_001128590,CYP21A2,10,9,3355,2043,1314,146,204.3,0.643171806
NM_000063,C2,18,17,18199,2870,15329,901.7058824,159.4444444,5.341114983
NM_005510,DXO,7,6,2446,1597,849,141.5,228.1428571,0.531621791
NM_004197,STK19,8,7,9579,1628,7951,1135.857143,203.5,4.883906634
NM_001282459,C2,6,5,7583,1890,5693,1138.6,315,3.012169312
NM_001002029,C4B,41,40,20626,5468,15158,378.95,133.3658537,2.772128749
NM_004381,ATF6B,18,17,12974,2634,10340,608.2352941,146.3333333,3.925588459
NM_001136153,ATF6B,18,17,12974,2625,10349,608.7647059,145.8333333,3.94247619
NM_000500,CYP21A2,10,9,3356,2141,1215,135,214.1,0.567491826
NM_001242823,C4B_2,41,40,20625,5468,15157,378.925,133.3658537,2.771945867
NM_022110,FKBPL,2,1,1585,1346,239,239,673,0.17756315
NM_032470,TNXB,13,12,4975,3138,1837,153.0833333,241.3846154,0.585404716
NM_007293,C4A,41,40,20624,5467,15157,378.925,133.3414634,2.772452899
NM_001252204,C4A,40,39,20624,5328,15296,392.2051282,133.2,2.870870871
NM_019105,TNXB,44,43,68221,13169,55052,1280.27907,299.2954545,4.180423722
NM_001128590,CYP21A2,9,8,3356,2050,1306,163.25,227.7777778,0.637073171
NM_001002029,C4B,41,40,20625,5468,15157,378.925,133.3658537,2.771945867
NM_030651,PRRT1,4,3,3582,1900,1682,560.6666667,475,0.885263158
NM_001276501,GPSM3,4,3,2151,1489,662,220.6666667,372.25,0.444593687
NM_001206934,AGER,10,9,3356,1503,1853,205.8888889,150.3,1.232867598
NM_006411,AGPAT1,7,6,7935,2264,5671,945.1666667,323.4285714,2.504858657
NM_030652,EGFL8,9,8,3682,1301,2381,297.625,144.5555556,1.830130669
NM_001206966,AGER,10,9,3356,1357,1999,222.1111111,135.7,1.473102432
NM_022107,GPSM3,8,7,4759,1464,3295,470.7142857,183,2.25068306
NM_032741,AGPAT1,7,6,9907,2049,7858,1309.666667,292.7142857,3.835041484
NM_138717,PPT2,9,8,10231,1842,8389,1048.625,204.6666667,4.554288817
NM_001206940,AGER,10,9,3356,1455,1901,211.2222222,145.5,1.30652921
NM_001206929,AGER,11,10,3356,1549,1807,180.7,140.8181818,1.16655907
NM_005155,PPT2,9,8,9684,2063,7621,952.625,229.2222222,3.694134755
NM_006913,RNF5,6,5,2410,1143,1267,253.4,190.5,1.108486439
NM_172197,AGER,10,9,3356,1345,2011,223.4444444,134.5,1.495167286
NM_002586,PBX2,9,8,5455,3222,2233,279.125,358,0.693047796
NM_001136,AGER,11,10,3356,1501,1855,185.5,136.4545455,1.235842771
NM_001204103,PPT2,9,8,9684,2053,7631,953.875,228.1111111,3.716999513
NM_001206954,AGER,9,8,3356,1312,2044,255.5,145.7777778,1.557926829
NM_001206932,AGER,11,10,3356,1459,1897,189.7,132.6363636,1.30020562
NM_001206936,AGER,10,9,3356,1403,1953,217,140.3,1.392017106
NM_004557,NOTCH4,30,29,29226,6775,22451,774.1724138,225.8333333,3.313800738
NM_006781,C6orf10,23,22,79216,2204,77012,3500.545455,95.82608696,34.94192377
NM_001286474,C6orf10,26,25,79216,2201,77015,3080.6,84.65384615,34.99091322
NM_001286475,C6orf10,24,23,79216,2157,77059,3350.391304,89.875,35.72508113
NM_002125,HLA-DRB5,6,5,12854,1174,11680,2336,195.6666667,9.948892675
NM_019111,HLA-DRA,5,4,5209,1288,3921,980.25,257.6,3.044254658
NM_002124,HLA-DRB1,6,5,11068,1222,9846,1969.2,203.6666667,8.057283142
NM_002123,HLA-DQB1,5,4,7227,1645,5582,1395.5,329,3.39331307
NM_002122,HLA-DQA1,5,4,6248,1547,4701,1175.25,309.4,3.038784745
NM_001243961,HLA-DQB1,6,5,7227,1670,5557,1111.4,278.3333333,3.32754491
NM_001243965,HLA-DRB1,7,6,11068,1196,9874,1645.666667,170.8571429,8.255852843
NM_001198858,HLA-DQB2,5,4,7457,1127,6330,1582.5,225.4,5.616681455
NM_020056,HLA-DQA2,5,4,5503,1157,4346,1086.5,231.4,3.756266206
NM_148919,PSMB8,6,5,3324,1122,2202,440.4,187,1.962566845
NM_002800,PSMB9,6,5,5692,1054,4638,927.6,175.6666667,4.400379507
NM_018833,TAP2,12,11,16939,2552,14387,1307.909091,212.6666667,5.637539185
NM_000544,TAP2,12,11,13362,5691,7671,697.3636364,474.25,1.347917765
NM_000593,TAP1,11,10,8764,2963,5801,580.1,269.3636364,1.957813027
NM_004159,PSMB8,6,5,4220,1589,2631,526.2,264.8333333,1.655758339
NM_002120,HLA-DOB,6,5,4287,1378,2909,581.8,229.6666667,2.111030479
NM_002119,HLA-DOA,5,4,5431,3489,1942,485.5,697.8,0.556606478
NM_002118,HLA-DMB,6,5,6443,1403,5040,1008,233.8333333,3.59230221
NM_006120,HLA-DMA,5,4,4510,1127,3383,845.75,225.4,3.001774623
NM_001199456,BRD2,12,11,8423,3222,5201,472.8181818,268.5,1.614214773
NM_005104,BRD2,13,12,12847,4907,7940,661.6666667,377.4615385,1.618096597
NM_001113182,BRD2,13,12,10619,4820,5799,483.25,370.7692308,1.203112033
NM_001199455,BRD2,13,12,9912,4615,5297,441.4166667,355,1.147778982
NM_001163771,COL11A2,5,4,6025,1213,4812,1203,242.6,3.967023908
NM_080681,COL11A2,64,63,29778,6231,23547,373.7619048,97.359375,3.779008185
NM_080679,COL11A2,63,62,29778,6167,23611,380.8225806,97.88888889,3.828603859
NM_080680,COL11A2,66,65,29778,6491,23287,358.2615385,98.34848485,3.587582807
NM_033554,HLA-DPA1,5,4,9110,1686,7424,1856,337.2,4.403321471
NM_001242525,HLA-DPA1,6,5,16211,1702,14509,2901.8,283.6666667,8.524676851
NM_002121,HLA-DPB1,6,5,13772,4061,9711,1942.2,676.8333333,2.391282935
NM_001242524,HLA-DPA1,6,5,16211,1778,14433,2886.6,296.3333333,8.117547807
NM_001164267,WDR46,15,14,10426,2216,8210,586.4285714,147.7333333,3.704873646
NM_022551,RPS18,6,5,4431,548,3883,776.6,91.33333333,7.085766423
NM_021976,RXRB,10,9,7113,2929,4184,464.8888889,292.9,1.428473882
NM_001145338,ZBTB22,2,1,3539,2648,891,891,1324,0.336480363
NM_001185181,PFDN6,4,3,1301,705,596,198.6666667,176.25,0.845390071
NM_014234,HSD17B8,9,8,2196,1004,1192,149,111.5555556,1.187250996
NM_001270401,RXRB,10,9,7113,2941,4172,463.5555556,294.1,1.418565114
NM_001265595,PFDN6,5,4,1339,598,741,185.25,119.6,1.239130435
NM_003190,TAPBP,8,7,14694,3766,10928,1561.142857,470.75,2.901752523
NM_002931,RING1,7,6,4215,1745,2470,411.6666667,249.2857143,1.415472779
NM_005453,ZBTB22,2,1,3332,2666,666,666,1333,0.249812453
NM_005452,WDR46,15,14,10426,2378,8048,574.8571429,158.5333333,3.384356602
NM_001243738,RGL2,17,16,7736,3162,4574,285.875,186,1.446552815
NM_001350,DAXX,8,7,4460,2620,1840,262.8571429,327.5,0.702290076
NM_001254717,DAXX,7,6,4460,2363,2097,349.5,337.5714286,0.887431231
NM_001265596,PFDN6,5,4,1339,595,744,186,119,1.250420168
NM_001141969,DAXX,8,7,4460,2623,1837,262.4285714,327.875,0.700343119
NM_001141970,DAXX,8,7,4460,2554,1906,272.2857143,319.25,0.746280345
NM_014260,PFDN6,5,4,1339,603,736,184,120.6,1.220563847
NM_001077516,SLC39A7,8,7,3613,2159,1454,207.7142857,269.875,0.673459935
NM_004761,RGL2,18,17,7736,3360,4376,257.4117647,186.6666667,1.302380952
NM_003782,B3GALT4,1,0,1687,1687,NA,NA,1687,NA
NM_006979,SLC39A7,7,6,3613,2461,1152,192,351.5714286,0.468102397
NM_172209,TAPBP,7,6,14694,3504,11190,1865,500.5714286,3.193493151
NM_172208,TAPBP,7,6,10756,2010,8746,1457.666667,287.1428571,4.351243781
NM_001288777,SLC39A7,8,7,3613,1875,1738,248.2857143,234.375,0.926933333
NM_001289174,VPS52,19,18,21695,3446,18249,1013.833333,181.3684211,5.295705165
NM_001289175,VPS52,20,19,21695,2732,18963,998.0526316,136.6,6.941068814
NM_001289176,VPS52,18,17,21695,2538,19157,1126.882353,141,7.548069346
NM_022553,VPS52,20,19,21695,3051,18644,981.2631579,152.55,6.11078335
NM_015921,CUTA,5,4,1748,1204,544,136,240.8,0.451827243
NM_002263,KIFC1,11,10,18388,2715,15673,1567.3,246.8181818,5.772744015
NM_024165,PHF1,15,14,5459,2310,3149,224.9285714,154,1.363203463
NM_006772,SYNGAP1,19,18,33621,6029,27592,1532.888889,317.3157895,4.576546691
NM_002636,PHF1,14,13,5459,2203,3256,250.4615385,157.3571429,1.477984567
NM_001014433,CUTA,6,5,1748,814,934,186.8,135.6666667,1.147420147
NM_001014840,CUTA,6,5,1748,942,806,161.2,157,0.855626327
NM_001014838,CUTA,6,5,1748,1032,716,143.2,172,0.69379845
NM_001014837,CUTA,6,5,1748,1063,685,137,177.1666667,0.644402634
NM_001188,BAK1,6,5,7749,2199,5550,1110,366.5,2.523874488
NM_002224,ITPR3,58,57,75194,9089,66105,1159.736842,156.7068966,7.273077346
NM_032340,UQCC2,4,3,14992,1342,13650,4550,335.5,10.17138599
NM_002418,MLN,5,4,9346,577,8769,2192.25,115.4,15.19757366
NM_001142883,IP6K3,7,6,25321,2830,22491,3748.5,404.2857143,7.947349823
NM_001184698,MLN,5,4,9346,556,8790,2197.5,111.2,15.80935252
NM_001143944,LEMD2,8,7,15731,2367,13364,1909.142857,295.875,5.645965357
NM_181336,LEMD2,9,8,17918,2949,14969,1871.125,327.6666667,5.075957952
NM_001040109,MLN,5,4,9346,574,8772,2193,114.8,15.28222997
NM_054111,IP6K3,6,5,25321,2700,22621,4524.2,450,8.378148148
NM_001256813,GRM4,11,10,87341,6737,80604,8060.4,612.4545455,11.96437583
NM_001256812,GRM4,10,9,92122,6512,85610,9512.222222,651.2,13.14649877
NM_001008703,C6orf1,5,4,2730,940,1790,447.5,188,1.904255319
NM_001287398,C6orf1,4,3,2730,913,1817,605.6666667,228.25,1.990142388
NM_001287397,C6orf1,4,3,2730,1165,1565,521.6666667,291.25,1.343347639
NM_001287396,C6orf1,5,4,2730,1132,1598,399.5,226.4,1.411660777
NM_178508,C6orf1,5,4,2730,1192,1538,384.5,238.4,1.290268456
NM_001008704,C6orf1,5,4,2730,880,1850,462.5,176,2.102272727
NM_001204091,RPS10,6,5,8673,654,8019,1603.8,109,12.26146789
NM_001203245,RPS10,6,5,8589,802,7787,1557.4,133.6666667,9.709476309
NM_001014,RPS10,6,5,8673,650,8023,1604.6,108.3333333,12.34307692
NM_001199583,PACSIN1,10,9,20353,4298,16055,1783.888889,429.8,3.735458353
NM_012391,SPDEF,6,5,18533,1920,16613,3322.6,320,8.652604167
NM_001252294,SPDEF,5,4,18533,1871,16662,4165.5,374.2,8.905398183
NM_005643,TAF11,5,4,10295,1567,8728,2182,313.4,5.569878749
NM_017754,UHRF1BP1,21,20,85499,9654,75845,3792.25,459.7142857,7.856328983
NM_001270488,TAF11,4,3,10295,1469,8826,2942,367.25,6.008168822
NM_001261821,TCP11,11,10,23340,2131,21209,2120.9,193.7272727,9.952604411
NM_001261820,TCP11,11,10,23340,2146,21194,2119.4,195.0909091,9.876048462
NM_001261819,TCP11,9,8,23340,1785,21555,2694.375,198.3333333,12.07563025
NM_001261818,TCP11,9,8,23340,1800,21540,2692.5,200,11.96666667
NM_001261817,TCP11,10,9,23340,1924,21416,2379.555556,192.4,11.13097713
NM_018679,TCP11,10,9,23340,2033,21307,2367.444444,203.3,10.48057059
NM_001093728,TCP11,10,9,23340,1939,21401,2377.888889,193.9,11.03713254
NM_152753,SCUBE3,22,21,36421,5137,31284,1489.714286,233.5,6.08993576
NM_022047,DEF6,11,10,23955,2307,21648,2164.8,209.7272727,9.383615085
NM_007104,RPL10A,6,5,2382,725,1657,331.4,120.8333333,2.285517241
NM_003322,TULP1,15,14,15030,2141,12889,920.6428571,142.7333333,6.020084073
NM_003214,TEAD3,13,12,23489,3004,20485,1707.083333,231.0769231,6.819241012
NM_021922,FANCE,10,9,14745,2565,12180,1353.333333,256.5,4.748538012
NM_001289395,TULP1,14,13,15030,1981,13049,1003.769231,141.5,6.587077234
NM_001010886,CLPSL1,3,2,7012,480,6532,3266,160,13.60833333
NM_001252598,CLPS,2,1,2364,438,1926,1926,219,4.397260274
NM_001252597,CLPS,4,3,2364,661,1703,567.6666667,165.25,2.576399395
NM_207409,CLPSL2,3,2,2960,433,2527,1263.5,144.3333333,5.836027714
NM_001832,CLPS,3,2,2364,562,1802,901,187.3333333,3.206405694
NM_001286550,CLPSL2,4,3,2960,513,2447,815.6666667,128.25,4.769980507
NM_001286576,ARMC12,6,5,11883,1119,10764,2152.8,186.5,9.619302949
NM_001286574,ARMC12,6,5,11883,1149,10734,2146.8,191.5,9.342036554
NM_145028,ARMC12,6,5,11883,1230,10653,2130.6,205,8.66097561
NM_003137,SRPK1,16,15,88148,4378,83770,5584.666667,273.625,19.1343079
NM_002754,MAPK13,12,11,14042,6360,7682,698.3636364,530,1.207861635
NM_001010903,C6orf222,12,11,21129,3747,17382,1580.181818,312.25,4.638911129
NM_173676,PNPLA1,8,7,65429,2375,63054,9007.714286,296.875,26.54905263
NM_001145717,PNPLA1,8,7,38137,2486,35651,5093,310.75,14.34070796
NM_001145716,PNPLA1,8,7,65429,2402,63027,9003.857143,300.25,26.23938385
NM_016135,ETV7,8,7,21608,1744,19864,2837.714286,218,11.38990826
NM_001207041,ETV7,6,5,21608,1441,20167,4033.4,240.1666667,13.99514226
NM_001207040,ETV7,7,6,21608,1607,20001,3333.5,229.5714286,12.44617299
NM_001207039,ETV7,7,6,33581,1476,32105,5350.833333,210.8571429,21.75135501
NM_001207038,ETV7,7,6,21599,1503,20096,3349.333333,214.7142857,13.37059215
NM_001207037,ETV7,8,7,21608,1785,19823,2831.857143,223.125,11.10532213
NM_001207036,ETV7,7,6,21608,1578,20030,3338.333333,225.4285714,12.69328264
NM_001207035,ETV7,8,7,33581,1642,31939,4562.714286,205.25,19.45127893
NM_152990,PXT1,5,4,52339,2112,50227,12556.75,422.4,23.78172348
NM_007271,STK38,14,13,53580,3590,49990,3845.384615,256.4285714,13.92479109
NM_001220778,CDKN1A,3,2,8631,2272,6359,3179.5,757.3333333,2.798855634
NM_000389,CDKN1A,3,2,8662,2162,6500,3250,720.6666667,3.006475486
NM_078467,CDKN1A,4,3,10851,2110,8741,2913.666667,527.5,4.142654028
NM_001220777,CDKN1A,3,2,10881,2107,8774,4387,702.3333333,4.164214523
NM_020939,CPNE5,21,20,98667,3360,95307,4765.35,160,28.36517857
NM_001286635,C6orf89,9,8,43102,6860,36242,4530.25,762.2222222,5.283090379
NM_001199159,PI16,8,7,16576,2093,14483,2069,261.625,6.919732441
NM_152734,C6orf89,8,7,43102,6759,36343,5191.857143,844.875,5.376978843
NM_014341,MTCH1,12,11,18418,2277,16141,1467.363636,189.75,7.088713219
NM_001271641,MTCH1,12,11,18418,2328,16090,1462.727273,194,6.911512027
NM_153370,PI16,7,6,10406,2197,8209,1368.166667,313.8571429,3.736458807
NM_001286637,C6orf89,9,8,43102,6801,36301,4537.625,755.6666667,5.337597412
NM_001286636,C6orf89,10,9,57096,6925,50171,5574.555556,692.5,7.244909747
NM_173558,FGD2,16,15,23424,3061,20363,1357.533333,191.3125,6.652401176
NM_001243186,PIM1,6,5,5284,2715,2569,513.8,452.5,0.946224678
NM_002648,PIM1,6,5,5284,2715,2569,513.8,452.5,0.946224678
NM_017772,TBC1D22B,13,12,75200,3475,71725,5977.083333,267.3076923,20.64028777
NM_138493,CCDC167,4,3,17005,624,16381,5460.333333,156,26.25160256
NM_015050,CMTR1,24,23,48379,4148,44231,1923.086957,172.8333333,10.66321119
NM_002062,GLP1R,13,12,38965,3136,35829,2985.75,241.2307692,11.42506378
NM_018322,SAYSD1,2,1,11027,1922,9105,9105,961,4.737252862
NM_032115,KCNK16,6,5,7858,1254,6604,1320.8,209,5.266347687
NM_031460,KCNK17,5,4,15461,1570,13891,3472.75,314,8.847770701
NM_001135111,KCNK17,6,5,15462,1723,13739,2747.8,287.1666667,7.973882763
NM_001135107,KCNK16,5,4,7858,1112,6746,1686.5,222.4,6.066546763
NM_001135106,KCNK16,5,4,6385,952,5433,1358.25,190.4,5.706932773
NM_001135105,KCNK16,5,4,7858,1414,6444,1611,282.8,4.5572843
NM_005943,MOCS1,10,9,23423,4173,19250,2138.888889,417.3,4.612988258
NM_001075098,MOCS1,11,10,30258,4170,26088,2608.8,379.0909091,6.256115108
NM_001159726,TSPO2,4,3,1621,828,793,264.3333333,207,0.957729469
NM_173561,UNC5CL,9,8,12300,3137,9163,1145.375,348.5555556,2.920943577
NM_001010873,TSPO2,4,3,1841,1018,823,274.3333333,254.5,0.808447937
NM_002505,NFYA,10,9,29441,6229,23212,2579.111111,622.9,3.726440841
NM_178174,TREML1,6,5,5090,1346,3744,748.8,224.3333333,2.781575037
NM_018965,TREM2,5,4,4682,1060,3622,905.5,212,3.416981132
NM_021705,NFYA,9,8,29441,6141,23300,2912.5,682.3333333,3.794170331
NM_001271821,TREM2,4,3,4682,865,3817,1272.333333,216.25,4.412716763
NM_001271808,TREML1,5,4,5090,1012,4078,1019.5,202.4,4.029644269
NM_001271807,TREML1,5,4,5090,1292,3798,949.5,258.4,2.939628483
NM_145063,OARD1,6,5,5659,1180,4479,895.8,196.6666667,3.795762712
NM_024807,TREML2,5,4,11440,3828,7612,1903,765.6,1.988505747
NM_018643,TREM1,4,3,11460,1637,9823,3274.333333,409.25,6.000610874
NM_001242589,TREM1,3,2,7182,2088,5094,2547,696,2.439655172
NM_001242590,TREM1,3,2,11460,1443,10017,5008.5,481,6.941787942
NM_198153,TREML4,6,5,10060,2076,7984,1596.8,346,3.845857418
NM_001199510,NCR2,6,5,15099,1054,14045,2809,175.6666667,13.32542694
NM_001199509,NCR2,6,5,15099,1090,14009,2801.8,181.6666667,12.85229358
NM_004828,NCR2,5,4,15099,946,14153,3538.25,189.2,14.96088795
NM_005586,MDFI,5,4,15789,1622,14167,3541.75,324.4,8.734278668
NM_006653,FRS3,7,6,9731,2186,7545,1257.5,312.2857143,3.451509607
NM_013397,PRICKLE4,8,7,6612,1654,4958,708.2857143,206.75,2.99758162
NM_002630,PGC,9,8,10692,1384,9308,1163.5,153.7777778,6.725433526
NM_001134493,TOMM6,3,2,2455,857,1598,799,285.6666667,1.864644107
NM_001166424,PGC,7,6,6565,1159,5406,901,165.5714286,4.664365833
NM_001760,CCND3,5,4,6917,2090,4827,1206.75,418,2.309569378
NM_001136125,CCND3,4,3,6917,1873,5044,1681.333333,468.25,2.693005873
NM_001287427,CCND3,5,4,6917,2590,4327,1081.75,518,1.670656371
NM_004053,BYSL,7,6,11821,1997,9824,1637.333333,285.2857143,4.919379069
NM_004275,MED20,4,3,15787,2482,13305,4435,620.5,5.360596293
NM_138572,TAF8,9,8,30395,4332,26063,3257.875,481.3333333,6.016389658
NM_002098,GUCA1B,4,3,11674,2274,9400,3133.333333,568.5,4.133685136
NM_018141,MRPS10,7,6,11096,2147,8949,1491.5,306.7142857,4.168141593
NM_000409,GUCA1A,6,5,24652,1910,22742,4548.4,318.3333333,11.90680628
NM_001184801,UBR2,12,11,56331,2475,53856,4896,206.25,21.76
NM_000322,PRPH2,3,2,26027,3030,22997,11498.5,1010,7.589768977
NM_003192,TBCC,1,0,1652,1652,NA,NA,1652,NA
NM_198486,RPL7L1,6,5,7062,1281,5781,1156.2,213.5,4.512880562
NM_015349,GLTSCR1L,12,11,47504,6527,40977,3725.181818,543.9166667,6.278075686
NM_001008739,C6orf226,1,0,553,553,NA,NA,553,NA
NM_001243170,PTCRA,3,2,9850,764,9086,4543,254.6666667,11.89267016
NM_001243169,PTCRA,5,4,9850,1012,8838,2209.5,202.4,8.733201581
NM_138296,PTCRA,4,3,9850,1086,8764,2921.333333,271.5,8.069981584
NM_006586,CNPY3,6,5,10150,1771,8379,1675.8,295.1666667,4.731225296
NM_000287,PEX6,17,16,15372,3515,11857,741.0625,206.7647059,3.373257468
NM_006245,PPP2R5D,16,15,27848,3063,24785,1652.333333,191.4375,8.091740124
NM_014623,MEA1,4,3,1653,870,783,261,217.5,0.9
NM_001243168,PTCRA,4,3,9850,1131,8719,2906.333333,282.75,7.709106985
NM_001270476,PPP2R5D,16,15,27848,3080,24768,1651.2,192.5,8.041558442
NM_018960,GNMT,6,5,3120,1074,2046,409.2,179,1.905027933
NM_057161,KLHDC3,11,10,7197,2030,5167,516.7,184.5454545,2.545320197
NM_180977,PPP2R5D,14,13,27848,2743,25105,1931.153846,195.9285714,9.152387896
NM_180976,PPP2R5D,16,15,27848,2967,24881,1658.733333,185.4375,8.385911695
NM_015950,MRPL2,7,6,5477,1293,4184,697.3333333,184.7142857,3.235885538
NM_014780,CUL7,26,25,16330,5526,10804,432.16,212.5384615,1.955121245
NM_001168370,CUL7,26,25,16330,5533,10797,431.88,212.8076923,1.951382613
NM_138343,KLC4,6,5,7803,1314,6489,1297.8,219,4.938356164
NM_001289035,KLC4,15,14,15507,2188,13319,951.3571429,145.8666667,6.087294333
NM_201521,KLC4,16,15,15507,2420,13087,872.4666667,151.25,5.40785124
NM_001289034,KLC4,16,15,15244,2654,12590,839.3333333,165.875,4.743782969
NM_201522,KLC4,17,16,15244,2837,12407,775.4375,166.8823529,4.373281636
NM_201523,KLC4,16,15,15244,2710,12534,835.6,169.375,4.625092251
NM_003131,SRF,7,6,10326,4325,6001,1000.166667,617.8571429,1.387514451
NM_199184,DNPH1,3,2,3846,800,3046,1523,266.6666667,3.8075
NM_015089,CUL9,41,40,42405,7812,34593,864.825,190.5365854,4.428187404
NM_006443,DNPH1,4,3,3846,650,3196,1065.333333,162.5,4.916923077
NM_006672,SLC22A7,10,9,7280,2563,4717,524.1111111,256.3,1.840421381
NM_014345,ZNF318,10,9,33375,8016,25359,2817.666667,801.6,3.163547904
NM_153320,SLC22A7,10,9,7280,2569,4711,523.4444444,256.9,1.833787466
NM_206922,CRIP3,8,7,3321,964,2357,336.7142857,120.5,2.445020747
NM_015388,YIPF3,9,8,5165,1585,3580,447.5,176.1111111,2.258675079
NM_203290,POLR1C,9,8,4471,1329,3142,392.75,147.6666667,2.364183597
NM_001146020,TJAP1,9,8,29035,2581,26454,3306.75,286.7777778,10.24951569
NM_001146019,TJAP1,10,9,29035,2731,26304,2922.666667,273.1,9.631636763
NM_001146018,TJAP1,11,10,29035,2789,26246,2624.6,253.5454545,9.410541413
NM_001146017,TJAP1,10,9,16974,2726,14248,1583.111111,272.6,5.226705796
NM_001198934,ABCC10,22,21,22873,5050,17823,848.7142857,229.5454545,3.529306931
NM_001012974,LRRC73,6,5,3380,1788,1592,318.4,298,0.890380313
NM_023932,DLK2,6,5,5274,1630,3644,728.8,271.6666667,2.235582822
NM_001286656,DLK2,6,5,5274,1612,3662,732.4,268.6666667,2.271712159
NM_033450,ABCC10,20,19,18676,5108,13568,714.1052632,255.4,2.656225529
NM_080604,TJAP1,10,9,29035,2783,26252,2916.888889,278.3,9.432985986
NM_001271882,LRRC73,6,5,3380,1096,2284,456.8,182.6666667,2.083941606
NM_001146016,TJAP1,11,10,29035,2762,26273,2627.3,251.0909091,9.51230992
NM_001286655,DLK2,6,5,6282,1935,4347,869.4,322.5,2.246511628
NM_206539,DLK2,6,5,6282,2046,4236,847.2,341,2.070381232
NM_006502,POLH,11,10,44384,8423,35961,3596.1,765.7272727,4.269381456
